id,driving_history_score,credit_score,low_education_ind,marital_status,time_driven,area,agecat_grouped,gender,veh_color,max_power,engine_type,veh_age,veh_body_grouped,veh_value,claimcst0,numclaims,clm,exposure
69,117.0,644.3913861800547,0.0,1.0,2.0,0.0,1.0,1.0,3.0,190,3.0,4,0.0,7.07,2335.106509,1,1,0.331072656
70,91.0,648.1602348654342,0.0,0.0,2.0,3.0,1.0,0.0,3.0,127,3.0,4,7.0,6.41,3158.583372,1,1,0.623901449
71,79.0,641.61841201001,0.0,0.0,0.0,0.0,2.0,0.0,1.0,81,3.0,2,4.0,5.53,3365.838798,1,1,0.70825693
72,55.0,635.8224363493529,1.0,1.0,2.0,3.0,1.0,0.0,4.0,207,0.0,3,1.0,5.300000000000001,5514.191151,1,1,0.925909004
73,108.0,645.9621852230766,0.0,1.0,1.0,4.0,2.0,0.0,7.0,272,3.0,3,9.0,5.17,4449.887887,1,1,0.82659665
74,87.0,640.0305906744588,1.0,1.0,2.0,1.0,1.0,0.0,3.0,108,3.0,3,7.0,6.07,5222.946032999999,1,1,0.971434451
75,98.0,642.6840961992519,1.0,1.0,1.0,0.0,1.0,1.0,7.0,114,3.0,2,7.0,5.75,6239.430845000001,1,1,0.988558037
76,82.0,633.9840188883015,0.0,1.0,1.0,4.0,1.0,0.0,2.0,187,3.0,3,6.0,4.300000000000001,3920.114736,1,1,0.813633002
77,79.0,658.1588038693627,1.0,0.0,2.0,2.0,1.0,1.0,6.0,90,3.0,2,5.0,5.96,2327.8939,1,1,0.49840957
78,98.0,637.6159191392436,1.0,0.0,1.0,1.0,1.0,1.0,0.0,98,2.0,2,5.0,5.74,2312.026136,1,1,0.463941673
80,85.0,655.8377523279191,0.0,1.0,1.0,2.0,1.0,1.0,3.0,101,3.0,1,5.0,5.99,2291.742481,1,1,0.412356052
83,105.0,652.2564969012557,0.0,1.0,1.0,2.0,1.0,0.0,7.0,194,0.0,2,7.0,5.8100000000000005,3799.691525,1,1,0.748807572
84,56.0,664.9088950784688,1.0,0.0,1.0,2.0,1.0,1.0,3.0,154,3.0,1,6.0,2.24,3661.298003,1,1,0.499667647
86,61.0,645.2565066404167,0.0,0.0,2.0,2.0,1.0,1.0,0.0,148,3.0,3,6.0,3.58,4010.761057,1,1,0.739282913
88,87.0,659.5436034828788,0.0,1.0,1.0,3.0,1.0,0.0,7.0,129,3.0,1,6.0,1.91,4215.7824900000005,1,1,0.837515274
89,82.0,648.3318105926559,0.0,1.0,2.0,2.0,1.0,0.0,2.0,184,3.0,4,6.0,7.03,4471.150082,1,1,0.728945507
90,55.0,643.7986871834022,0.0,1.0,2.0,0.0,0.0,0.0,2.0,85,3.0,3,5.0,6.550000000000001,3275.660581,1,1,0.626963737
91,116.0,646.5154667595715,0.0,0.0,2.0,3.0,1.0,1.0,1.0,158,1.0,2,6.0,5.92,3545.732343,1,1,0.854374579
92,94.0,655.7801055729391,1.0,0.0,2.0,2.0,1.0,1.0,0.0,131,1.0,2,5.0,6.16,4141.134198,1,1,0.999324532
93,69.0,652.7585755028931,1.0,0.0,2.0,1.0,1.0,1.0,7.0,290,3.0,4,1.0,6.5600000000000005,2349.498773,1,1,0.435071128
96,97.0,641.6330227698618,1.0,1.0,2.0,4.0,1.0,0.0,7.0,194,1.0,4,9.0,6.8100000000000005,4471.813291,1,1,0.963485853
97,70.0,647.9704275831083,1.0,1.0,1.0,2.0,1.0,1.0,0.0,86,3.0,2,5.0,6.0600000000000005,4169.013887,1,1,0.947418453
99,90.0,652.5185508817328,1.0,0.0,2.0,2.0,1.0,0.0,3.0,128,2.0,3,5.0,6.550000000000001,2024.805671,1,1,0.471088525
101,127.0,645.2075339954285,1.0,1.0,2.0,3.0,1.0,1.0,0.0,116,3.0,1,5.0,5.9,3723.596149,1,1,0.99933142633
102,81.0,643.8369679261295,0.0,0.0,1.0,2.0,1.0,0.0,7.0,107,0.0,2,6.0,3.85,3756.871601,1,1,0.833765654
103,81.0,678.1217489316774,1.0,0.0,1.0,2.0,1.0,0.0,3.0,188,0.0,3,7.0,6.28,4590.552953,1,1,0.9884443
104,105.0,645.5802303829101,0.0,1.0,1.0,0.0,2.0,1.0,7.0,268,0.0,3,8.0,4.67,4448.205484,1,1,0.804171588
105,118.0,642.4939938393511,0.0,0.0,3.0,0.0,1.0,1.0,1.0,153,3.0,2,6.0,3.89,4058.357704,1,1,0.730352705
106,62.0,654.4515121774687,0.0,1.0,3.0,1.0,1.0,1.0,3.0,154,3.0,2,6.0,3.86,2804.0334780000003,1,1,0.580942879
107,64.0,640.2961462819086,0.0,0.0,1.0,0.0,1.0,0.0,3.0,204,3.0,2,7.0,5.17,3746.272853,1,1,0.608077054
109,75.0,647.8309837054312,1.0,1.0,2.0,1.0,1.0,1.0,3.0,189,3.0,4,7.0,7.13,3046.298498,1,1,0.4996649145
110,126.0,667.1184860039128,0.0,0.0,1.0,2.0,1.0,0.0,0.0,143,3.0,1,5.0,4.62,2283.885062,1,1,0.42779018
111,70.0,642.0826064100407,0.0,0.0,2.0,0.0,1.0,0.0,3.0,162,3.0,3,7.0,6.04,2000.707403,1,1,0.323186067
115,55.0,642.0575405982682,0.0,1.0,1.0,1.0,1.0,1.0,2.0,103,0.0,1,7.0,4.970000000000001,4012.718916,1,1,0.696202835
117,69.0,641.3352020564716,0.0,1.0,2.0,0.0,1.0,0.0,3.0,167,0.0,4,6.0,7.04,4055.37489,1,1,0.894282389
120,89.0,654.7341784166997,1.0,0.0,1.0,3.0,1.0,1.0,8.0,106,1.0,1,5.0,6.180000000000001,3933.922603,1,1,0.914425752
121,78.0,642.3806898190975,0.0,0.0,1.0,0.0,1.0,1.0,7.0,181,3.0,1,6.0,4.720000000000001,3587.022026,1,1,0.577404607
122,117.0,645.9771560551544,0.0,0.0,1.0,4.0,1.0,1.0,5.0,137,3.0,3,7.0,5.65,4511.593624,1,1,0.677832675
124,97.0,648.2312821822691,0.0,0.0,2.0,1.0,1.0,0.0,7.0,152,1.0,2,5.0,5.86,4598.242715,1,1,0.84194123
125,84.0,644.0604485483341,0.0,0.0,1.0,4.0,1.0,0.0,7.0,140,0.0,4,6.0,5.48,5141.480646,1,1,0.813834639
126,67.0,641.5534563633078,0.0,1.0,1.0,3.0,1.0,1.0,6.0,163,3.0,3,6.0,4.62,4987.977234,1,1,0.817850237
127,75.0,634.0624816230198,1.0,1.0,2.0,4.0,1.0,1.0,7.0,273,3.0,4,9.0,6.03,4389.858341,1,1,0.909898201
128,75.0,659.4594989694298,0.0,0.0,3.0,3.0,0.0,1.0,7.0,178,3.0,2,7.0,5.880000000000001,2095.63585,1,1,0.480309806
129,69.0,642.4492014585463,1.0,1.0,0.0,2.0,1.0,0.0,2.0,180,3.0,2,6.0,4.73,5608.079821,1,1,0.899642605
130,70.0,663.0718663971372,0.0,0.0,2.0,2.0,2.0,1.0,0.0,140,3.0,3,7.0,6.470000000000001,3147.7640100000003,1,1,0.51944703
131,84.0,638.227835006228,0.0,1.0,3.0,1.0,1.0,1.0,0.0,74,3.0,3,5.0,6.01,2070.056121,1,1,0.396427029
133,80.0,648.1719310860617,0.0,0.0,2.0,1.0,1.0,0.0,0.0,201,1.0,4,9.0,6.29,5021.360648,1,1,0.827199265
134,76.0,640.8729211430563,1.0,0.0,1.0,0.0,1.0,1.0,0.0,71,3.0,2,5.0,6.19,4175.411025,1,1,0.989254585
136,69.0,655.526122014422,0.0,1.0,1.0,2.0,1.0,1.0,0.0,109,3.0,3,7.0,6.07,2448.088107,1,1,0.518753566
138,85.0,663.2956653434067,0.0,1.0,1.0,2.0,1.0,1.0,3.0,119,0.0,2,5.0,6.1000000000000005,2412.641251,1,1,0.581357841
139,67.0,657.6863906159044,0.0,1.0,2.0,0.0,1.0,0.0,0.0,166,3.0,2,7.0,5.74,2062.424942,1,1,0.4106813095
140,80.0,668.2664797052969,0.0,1.0,1.0,2.0,1.0,1.0,7.0,148,3.0,3,6.0,5.890000000000001,2138.279384,1,1,0.503919981
142,82.0,641.3701469035141,1.0,1.0,1.0,0.0,1.0,1.0,0.0,84,3.0,2,5.0,5.540000000000001,5979.375414,1,1,0.963857483
143,125.0,643.0027350008652,0.0,0.0,1.0,0.0,1.0,1.0,0.0,125,0.0,1,7.0,5.65,2428.021985,1,1,0.654949871
144,86.0,643.9437454054415,0.0,0.0,3.0,4.0,1.0,1.0,0.0,154,3.0,1,5.0,5.57,2131.368269,1,1,0.3218872625
145,103.0,652.7436410206691,0.0,1.0,1.0,1.0,1.0,1.0,7.0,138,2.0,1,5.0,5.82,2970.493749,1,1,0.497783682
147,85.0,643.9885864693699,0.0,0.0,2.0,2.0,1.0,1.0,6.0,130,2.0,2,7.0,5.66,2567.271972,1,1,0.4063015595
148,111.0,643.920063407553,0.0,0.0,3.0,0.0,1.0,1.0,4.0,110,3.0,1,6.0,3.37,2117.381644,1,1,0.554790294
150,76.0,636.825722153254,1.0,1.0,1.0,2.0,1.0,0.0,3.0,131,2.0,3,7.0,5.86,4211.506568,1,1,0.888564167
151,67.0,641.2541458149899,0.0,0.0,1.0,2.0,1.0,1.0,3.0,115,2.0,2,6.0,3.46,3866.380945,1,1,0.640757488
152,74.0,643.02108481477,0.0,1.0,1.0,5.0,1.0,0.0,7.0,133,3.0,4,6.0,5.460000000000001,3980.005943,1,1,0.836712874
153,76.0,656.5978337533962,0.0,1.0,1.0,0.0,1.0,0.0,7.0,152,0.0,3,7.0,6.6000000000000005,2426.689522,1,1,0.520054328
154,114.0,639.9683602981929,0.0,0.0,2.0,3.0,1.0,1.0,3.0,105,2.0,3,5.0,6.800000000000001,2047.848309,1,1,0.617796689
155,92.0,642.9148947372676,1.0,1.0,1.0,2.0,0.0,1.0,3.0,98,3.0,2,5.0,5.69,3984.665547,1,1,0.867416191
156,55.0,646.0286134482122,0.0,1.0,2.0,1.0,1.0,0.0,1.0,152,3.0,1,5.0,6.04,2338.638679,1,1,0.3663717865
158,55.0,647.118276171844,1.0,1.0,2.0,1.0,2.0,1.0,8.0,152,3.0,2,7.0,5.57,2142.498898,1,1,0.4334999545
159,55.0,661.3045827387232,0.0,0.0,1.0,1.0,1.0,1.0,7.0,132,3.0,2,5.0,5.94,3343.591482,1,1,0.57819963
160,71.0,646.051382963604,0.0,0.0,1.0,2.0,1.0,0.0,6.0,134,0.0,2,6.0,3.9,3632.626779,1,1,0.591310952
161,79.0,640.3828471749673,0.0,0.0,1.0,2.0,1.0,1.0,0.0,84,3.0,2,5.0,5.75,4020.331339,1,1,0.625623554
162,67.0,643.9207725750407,0.0,0.0,3.0,0.0,2.0,0.0,7.0,163,3.0,2,7.0,5.95,2326.785341,1,1,0.50303973
164,83.0,638.8279561710661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,3.0,4,5.0,7.12,2022.093527,1,1,0.4642620205
165,55.0,666.578033026213,0.0,0.0,0.0,2.0,1.0,0.0,1.0,108,3.0,2,6.0,3.29,3753.703485,1,1,0.608454178
166,71.0,642.0591760174467,0.0,0.0,2.0,1.0,1.0,0.0,5.0,101,1.0,3,7.0,5.98,3662.881233,1,1,0.544537709
167,82.0,657.4212470893352,0.0,0.0,1.0,1.0,1.0,1.0,7.0,77,2.0,2,5.0,6.33,3981.158567,1,1,0.656380652
169,114.0,645.5617593531822,0.0,1.0,3.0,1.0,0.0,0.0,3.0,148,3.0,2,7.0,5.890000000000001,2415.664756,1,1,0.624125599
170,99.0,651.6132982334123,0.0,0.0,1.0,2.0,1.0,1.0,4.0,187,3.0,4,7.0,6.98,2330.062952,1,1,0.360923827
171,64.0,639.3357305942743,0.0,1.0,1.0,1.0,1.0,1.0,1.0,104,3.0,2,5.0,6.23,5324.727898,1,1,0.833466843
172,85.0,637.7368028806222,0.0,1.0,1.0,0.0,1.0,1.0,7.0,118,3.0,2,7.0,5.8500000000000005,2293.216499,1,1,0.3369570525
174,105.0,638.459946810027,0.0,1.0,1.0,0.0,1.0,0.0,5.0,182,0.0,3,6.0,6.42,4180.216041,1,1,0.726090164
175,94.0,655.011746511797,0.0,1.0,1.0,4.0,1.0,1.0,4.0,197,3.0,2,6.0,3.6,4558.993795,1,1,0.816654829
176,111.0,633.9840188883015,0.0,1.0,2.0,3.0,1.0,0.0,0.0,113,3.0,4,7.0,7.2,2075.710474,1,1,0.526255105
178,87.0,646.8189619012255,0.0,1.0,1.0,1.0,1.0,0.0,4.0,106,3.0,2,5.0,6.21,2354.44564,1,1,0.373116284
179,61.0,648.3414239472291,0.0,0.0,2.0,4.0,1.0,1.0,1.0,127,0.0,4,7.0,6.24,5824.75072,1,1,0.819640124
181,55.0,664.2193906302368,1.0,1.0,1.0,3.0,1.0,0.0,4.0,111,3.0,1,6.0,1.8900000000000008,3541.045554,1,1,0.999315861
182,66.0,653.7411405834983,0.0,0.0,3.0,0.0,1.0,1.0,3.0,108,3.0,1,5.0,6.140000000000001,3307.23098,1,1,0.525980634
183,116.0,640.7950889992375,1.0,0.0,0.0,3.0,1.0,0.0,3.0,190,3.0,4,6.0,6.0,3619.990635,1,1,0.999323289
185,68.0,635.2188154257842,0.0,1.0,2.0,1.0,1.0,1.0,0.0,154,3.0,1,5.0,5.73,2409.369657,1,1,0.34314656
186,106.0,642.3269526986741,1.0,0.0,2.0,2.0,1.0,1.0,0.0,76,3.0,1,5.0,6.03,3565.613618,1,1,0.884778588
187,89.0,653.4439448797018,0.0,1.0,2.0,1.0,2.0,1.0,3.0,158,3.0,1,5.0,6.09,2000.720388,1,1,0.506591241
189,63.0,649.3402622278085,0.0,1.0,1.0,2.0,1.0,1.0,3.0,94,1.0,4,5.0,6.7700000000000005,2386.373004,1,1,0.609440437
190,71.0,646.0355751565266,1.0,1.0,1.0,0.0,1.0,1.0,0.0,125,3.0,3,6.0,4.83,3864.923261,1,1,0.947522897
191,56.0,638.1981394740361,1.0,1.0,2.0,5.0,1.0,0.0,3.0,119,0.0,2,6.0,3.42,6241.676048,1,1,0.934101409
192,89.0,669.8961689519829,0.0,1.0,2.0,4.0,1.0,1.0,3.0,133,3.0,4,6.0,5.66,4664.38162,1,1,0.720486333
193,84.0,636.7353582187211,0.0,1.0,2.0,4.0,1.0,1.0,7.0,184,3.0,2,7.0,5.79,3984.557373,1,1,0.860147721
195,92.0,660.7329581038721,0.0,0.0,1.0,1.0,1.0,0.0,0.0,118,3.0,3,7.0,5.890000000000001,2078.9182840000003,1,1,0.628677319
197,81.0,645.7651840746253,1.0,1.0,1.0,0.0,1.0,0.0,6.0,176,0.0,2,6.0,4.25,3691.928827,1,1,0.937674748
199,81.0,651.8966561743047,0.0,0.0,1.0,2.0,1.0,0.0,4.0,126,3.0,2,7.0,5.44,2327.392292,1,1,0.602352731
200,114.0,649.9280923886886,0.0,1.0,2.0,2.0,1.0,1.0,7.0,179,0.0,4,7.0,6.94,2834.494438,1,1,0.631880001
201,92.0,636.404809664726,1.0,0.0,1.0,3.0,0.0,0.0,6.0,177,3.0,3,7.0,6.1000000000000005,3965.142052,1,1,0.92074582
202,58.0,649.7386724640706,0.0,0.0,1.0,2.0,1.0,1.0,3.0,199,3.0,3,7.0,5.66,3824.635762,1,1,0.781866496
205,74.0,649.9997695959385,0.0,1.0,1.0,4.0,1.0,1.0,7.0,141,0.0,2,6.0,3.76,4727.405809,1,1,0.772108858
206,64.0,651.478604909648,1.0,0.0,2.0,1.0,0.0,0.0,3.0,170,3.0,3,7.0,6.680000000000001,3055.487563,1,1,0.4652360225
207,92.0,639.3385629958773,1.0,1.0,2.0,3.0,1.0,1.0,0.0,135,2.0,2,7.0,5.59,6856.8610100000005,1,1,0.993980846
210,84.0,646.3353025677304,0.0,1.0,1.0,4.0,2.0,1.0,6.0,252,3.0,4,9.0,6.49,4112.706709,1,1,0.617947296
211,55.0,655.9483704911281,0.0,0.0,3.0,2.0,1.0,1.0,6.0,164,0.0,2,7.0,5.53,2439.947137,1,1,0.620230054
212,55.0,645.0245561747505,1.0,0.0,1.0,1.0,0.0,0.0,8.0,152,3.0,1,7.0,4.69,3827.517097,1,1,0.914029357
213,98.0,659.9505857223816,0.0,0.0,1.0,4.0,1.0,1.0,7.0,122,1.0,3,7.0,6.7,2077.01839,1,1,0.547898214
216,117.0,642.1670327804039,0.0,0.0,3.0,3.0,2.0,1.0,2.0,110,3.0,1,5.0,5.79,2328.231773,1,1,0.365779378
217,72.0,645.3441512363308,0.0,1.0,2.0,4.0,1.0,0.0,7.0,152,3.0,3,9.0,5.890000000000001,4669.484671,1,1,0.657869109
219,133.01000000000022,646.2380371126769,0.0,1.0,0.0,0.0,1.0,1.0,6.0,117,3.0,3,5.0,6.82,4879.362747,1,1,0.808731877
220,88.0,643.6015238303593,1.0,1.0,3.0,5.0,1.0,1.0,7.0,261,2.0,4,3.0,6.8100000000000005,3754.631893,1,1,0.931204665
221,104.0,639.9485675750698,0.0,0.0,1.0,4.0,1.0,1.0,1.0,157,3.0,3,7.0,6.15,4212.440316,1,1,0.519080354
222,78.0,645.31893038192,0.0,1.0,1.0,2.0,1.0,0.0,0.0,138,0.0,4,6.0,5.43,2086.8783350000003,1,1,0.511414546
224,73.0,646.7462262252417,0.0,1.0,1.0,1.0,1.0,1.0,0.0,159,3.0,3,7.0,6.16,3559.988834,1,1,0.851070682
225,78.0,643.3384384870228,0.0,1.0,1.0,2.0,1.0,0.0,6.0,116,2.0,3,7.0,6.61,2759.767648,1,1,0.717931076
226,95.0,642.38191632261,1.0,1.0,3.0,5.0,1.0,0.0,3.0,189,3.0,3,6.0,4.5600000000000005,4008.307067,1,1,0.999324785
227,122.0,646.8012255360835,0.0,0.0,3.0,2.0,1.0,0.0,6.0,142,3.0,2,5.0,6.5200000000000005,2386.654003,1,1,0.639648109
228,77.0,641.2665832023357,0.0,0.0,2.0,2.0,1.0,1.0,4.0,199,0.0,3,6.0,4.36,5002.280804,1,1,0.733018513
230,114.0,639.8579122819523,0.0,0.0,3.0,3.0,1.0,0.0,6.0,219,0.0,1,8.0,2.87,5193.366521,1,1,0.737768039
232,55.0,638.303621981003,1.0,1.0,3.0,2.0,1.0,0.0,5.0,206,3.0,3,1.0,4.75,3938.978401,1,1,0.99933142633
233,55.0,643.3460476442181,0.0,0.0,1.0,2.0,1.0,1.0,1.0,115,3.0,2,5.0,6.25,2091.849429,1,1,0.56553769
234,68.0,647.9093229599007,0.0,0.0,1.0,1.0,1.0,0.0,3.0,240,0.0,4,9.0,6.82,2378.104057,1,1,0.674313824
236,76.0,648.4460522068341,0.0,0.0,1.0,4.0,2.0,0.0,7.0,92,3.0,1,5.0,5.99,2300.425636,1,1,0.684627599
237,79.0,653.3911808221,1.0,0.0,2.0,0.0,0.0,0.0,7.0,128,2.0,2,6.0,3.4700000000000006,3639.610356,1,1,0.999325121
239,58.0,640.8228065238475,1.0,1.0,2.0,0.0,1.0,1.0,3.0,149,3.0,3,7.0,6.45,3752.932936,1,1,0.946148771
241,69.0,662.8167162564563,0.0,0.0,3.0,4.0,1.0,1.0,3.0,180,0.0,3,9.0,5.12,3639.519039,1,1,0.5241842
242,55.0,643.9734241196578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,280,3.0,4,1.0,5.95,5613.283463,1,1,0.823022671
245,83.0,659.4862215633572,0.0,0.0,2.0,2.0,1.0,0.0,3.0,111,1.0,4,7.0,6.880000000000001,2385.94906,1,1,0.546511382
246,74.0,650.5721806555251,0.0,0.0,2.0,0.0,1.0,0.0,0.0,112,3.0,2,6.0,4.9,2370.257664,1,1,0.754585979
247,83.0,643.4487584789008,0.0,1.0,1.0,4.0,1.0,1.0,7.0,106,3.0,3,6.0,4.45,4474.521005,1,1,0.63304068
248,75.0,636.0108242585063,1.0,0.0,1.0,3.0,1.0,1.0,3.0,141,0.0,3,5.0,6.33,3486.320337,1,1,0.4916590215
251,98.0,640.8088799099041,0.0,0.0,2.0,0.0,1.0,1.0,2.0,193,3.0,2,6.0,1.4300000000000006,3987.742447,1,1,0.671784157
