id,driving_history_score,credit_score,low_education_ind,marital_status,time_driven,area,agecat_grouped,gender,veh_color,max_power,engine_type,veh_age,veh_body_grouped,veh_value,exposure
3194,85,641.4458024,0,1.0,2.0,1.0,2.0,0.0,0.0,211,3.0,3,9.0,6.1000000000000005,0.416370068
6905,98,635.5383148,1,0.0,2.0,0.0,1.0,0.0,4.0,120,0.0,2,4.0,5.91,0.980644453
218,99,649.3712879,0,1.0,1.0,1.0,1.0,0.0,0.0,188,3.0,4,7.0,6.630000000000001,0.24357832
14367,77,649.7337995,0,1.0,1.0,2.0,1.0,1.0,7.0,152,0.0,2,7.0,5.470000000000001,0.149302077
4557,70,655.9304006,0,0.0,1.0,1.0,1.0,0.0,0.0,118,3.0,3,7.0,6.42,0.458775284
17336,150,639.428155,0,0.0,3.0,0.0,1.0,1.0,0.0,177,3.0,4,7.0,6.67,0.449931226
4171,72,639.1890396,0,1.0,2.0,1.0,1.0,1.0,5.0,136,3.0,3,5.0,5.83,0.775713158
17848,69,652.3322929,0,1.0,1.0,0.0,1.0,0.0,8.0,151,0.0,4,6.0,6.49,0.112849113
5983,72,643.2328443,0,1.0,2.0,2.0,1.0,0.0,0.0,108,0.0,4,5.0,6.36,0.050176344
19424,107,654.5833423,0,0.0,1.0,1.0,1.0,1.0,0.0,195,0.0,4,9.0,6.61,0.274086409
7749,84,639.1983449,0,0.0,3.0,0.0,1.0,1.0,1.0,163,3.0,4,7.0,6.5,0.310983946
3636,114,660.7177102,0,1.0,2.0,5.0,1.0,1.0,0.0,105,3.0,2,6.0,3.41,0.368002075
8035,79,654.2340151,0,0.0,1.0,2.0,1.0,1.0,3.0,151,3.0,4,6.0,6.33,0.12941147
21011,87,638.7303629,1,0.0,2.0,0.0,1.0,0.0,7.0,140,2.0,1,6.0,2.33,0.928098424
2347,81,644.1530082,0,0.0,3.0,2.0,1.0,0.0,7.0,127,2.0,2,6.0,5.91,0.144801104
11153,70,647.49053,0,0.0,2.0,0.0,1.0,0.0,3.0,77,0.0,1,5.0,6.050000000000001,0.45303868
7048,104,655.865421,0,1.0,1.0,0.0,0.0,1.0,8.0,106,3.0,4,5.0,6.79,0.152975705
7133,84,646.2932344,1,0.0,2.0,2.0,1.0,1.0,8.0,142,3.0,2,7.0,5.6000000000000005,0.924234829
8479,87,648.0431837,0,1.0,1.0,4.0,1.0,1.0,3.0,174,3.0,1,7.0,5.34,0.220508485
16041,81,677.1084947,0,1.0,1.0,3.0,1.0,1.0,0.0,162,3.0,4,7.0,6.430000000000001,0.320437201
9962,64,644.3572543,0,1.0,2.0,0.0,1.0,0.0,3.0,158,2.0,1,7.0,4.94,0.053699918
12590,66,651.535659,1,0.0,2.0,2.0,1.0,1.0,1.0,131,0.0,3,6.0,6.130000000000001,0.480592945
17540,105,674.6511892,0,0.0,1.0,0.0,1.0,1.0,5.0,125,0.0,3,6.0,5.0,0.235189496
15699,55,658.9501545,0,1.0,1.0,1.0,1.0,1.0,7.0,102,0.0,4,5.0,7.260000000000001,0.234195608
6400,67,668.547076,0,1.0,1.0,1.0,2.0,1.0,0.0,127,3.0,2,7.0,5.23,0.180296101
4845,94,635.9127364,0,1.0,2.0,2.0,1.0,0.0,8.0,150,0.0,2,6.0,1.7800000000000002,0.624325637
7931,100,655.7075504,1,1.0,3.0,5.0,1.0,1.0,4.0,157,3.0,2,6.0,3.73,0.895487153
5935,55,646.3479876,0,1.0,2.0,3.0,1.0,1.0,3.0,105,3.0,4,3.0,5.53,0.484637285
4192,104,645.8059781,0,1.0,2.0,4.0,2.0,0.0,1.0,157,2.0,3,6.0,5.5200000000000005,0.621721059
11107,77,648.5863959,0,1.0,0.0,5.0,1.0,1.0,3.0,121,0.0,4,6.0,5.8100000000000005,0.209286775
2233,105,665.6870896,0,1.0,0.0,0.0,1.0,0.0,0.0,178,0.0,4,6.0,6.0200000000000005,0.419032092
15645,113,648.45398,0,0.0,1.0,2.0,1.0,0.0,0.0,144,3.0,4,5.0,6.890000000000001,0.342609395
12491,89,646.3304822,0,0.0,2.0,3.0,1.0,1.0,6.0,138,3.0,3,7.0,6.59,0.312213232
7224,83,659.4170078,0,0.0,1.0,0.0,1.0,0.0,3.0,109,3.0,3,5.0,6.87,0.413005126
8055,55,655.2895065,0,1.0,2.0,0.0,1.0,1.0,6.0,92,3.0,4,5.0,7.0,0.432318924
11877,81,644.963116,0,0.0,3.0,2.0,0.0,1.0,0.0,131,3.0,1,5.0,6.2700000000000005,0.293963532
7377,105,638.706306,0,1.0,0.0,2.0,1.0,0.0,3.0,188,3.0,4,9.0,6.8100000000000005,0.629925888
18886,89,652.8746005,0,1.0,1.0,1.0,1.0,1.0,1.0,180,0.0,1,7.0,5.300000000000001,0.24155117
16746,104,662.3554405,0,1.0,1.0,0.0,1.0,0.0,7.0,191,3.0,2,7.0,6.130000000000001,0.058221249
15432,86,641.6558464,0,0.0,2.0,0.0,1.0,1.0,5.0,103,3.0,2,5.0,6.220000000000001,0.397630613
10679,69,637.3520366,1,0.0,1.0,1.0,1.0,0.0,0.0,198,3.0,3,7.0,6.2,0.977683325
11713,109,648.2619332,0,0.0,3.0,0.0,1.0,0.0,0.0,212,0.0,3,1.0,6.0600000000000005,0.456279526
22281,106,641.0095244,1,1.0,1.0,2.0,1.0,1.0,2.0,106,0.0,1,7.0,5.5600000000000005,0.451414297
2405,95,646.8129406,0,0.0,0.0,1.0,2.0,0.0,5.0,73,0.0,2,4.0,5.220000000000001,0.111645959
9619,91,679.7805695,0,0.0,2.0,0.0,0.0,1.0,3.0,73,3.0,1,5.0,6.180000000000001,0.756036051
6180,80,652.0283975,0,1.0,2.0,2.0,2.0,1.0,1.0,152,2.0,1,5.0,6.12,0.263080187
16081,113,656.4524527,0,0.0,1.0,0.0,1.0,0.0,1.0,151,3.0,3,7.0,6.4,0.373791761
18036,85,642.0208884,0,0.0,3.0,1.0,1.0,0.0,3.0,153,3.0,3,3.0,5.12,0.799164889
17731,78,643.8608689,0,0.0,1.0,2.0,1.0,1.0,0.0,110,3.0,2,5.0,5.8500000000000005,0.714538769
11231,138,648.4715924,0,1.0,1.0,1.0,2.0,0.0,5.0,265,3.0,2,9.0,4.08,0.099464406
6127,68,651.6291752,0,1.0,2.0,4.0,1.0,0.0,7.0,133,3.0,2,5.0,6.11,0.686716222
3519,55,641.6710811,0,1.0,2.0,0.0,1.0,0.0,3.0,156,0.0,2,6.0,2.24,0.419712731
16964,74,645.4048687,0,1.0,1.0,3.0,1.0,1.0,3.0,118,2.0,4,7.0,6.73,0.321697626
9424,79,648.2375096,0,0.0,2.0,0.0,1.0,1.0,7.0,103,3.0,1,5.0,6.0600000000000005,0.34690336
284,55,638.4191291,0,0.0,1.0,1.0,1.0,1.0,1.0,112,3.0,2,7.0,6.17,0.026196836
16021,55,655.3046668,0,0.0,3.0,4.0,1.0,1.0,1.0,122,3.0,3,7.0,6.2,0.136851498
4986,71,641.2148878,0,1.0,1.0,2.0,1.0,0.0,2.0,141,1.0,3,7.0,5.4,0.199620884
2360,78,640.3213207,0,1.0,2.0,1.0,1.0,0.0,1.0,204,3.0,1,6.0,1.4500000000000002,0.071367608
5255,89,647.2808614,0,0.0,1.0,0.0,1.0,0.0,0.0,103,3.0,1,5.0,5.470000000000001,0.565398197
20015,71,638.8779252,0,1.0,2.0,1.0,1.0,1.0,0.0,206,3.0,1,7.0,5.03,0.186401192
13134,91,643.6852629,0,1.0,1.0,3.0,2.0,1.0,1.0,182,3.0,3,7.0,6.53,0.214495486
8676,67,672.2739188,0,0.0,1.0,3.0,1.0,0.0,5.0,159,0.0,2,6.0,3.89,0.806368901
2863,74,647.7506272,1,1.0,1.0,2.0,2.0,1.0,7.0,82,2.0,3,5.0,6.640000000000001,0.485683524
5847,121,654.8742931,0,1.0,1.0,0.0,1.0,0.0,5.0,139,3.0,2,6.0,5.82,0.664527633
12074,55,649.0285911,0,1.0,2.0,4.0,1.0,1.0,7.0,100,3.0,1,7.0,4.93,0.056824528
22584,80,641.8981671,0,1.0,1.0,4.0,1.0,1.0,4.0,194,3.0,3,6.0,4.970000000000001,0.427428287
120,94,649.171182,1,0.0,2.0,5.0,0.0,1.0,0.0,165,3.0,1,6.0,2.4400000000000004,0.473249196
14846,86,646.2471949,0,0.0,1.0,0.0,1.0,1.0,8.0,129,3.0,4,7.0,6.79,0.86194231
14054,91,647.6583511,0,1.0,1.0,3.0,1.0,1.0,3.0,110,3.0,2,5.0,6.2,0.585569342
7841,67,642.3484806,0,1.0,2.0,2.0,1.0,1.0,0.0,100,3.0,3,5.0,6.67,0.337921041
17798,72,648.2355794,0,0.0,2.0,0.0,0.0,1.0,7.0,182,2.0,3,7.0,6.19,0.824323032
17800,63,647.3499214,0,0.0,2.0,1.0,1.0,0.0,8.0,155,3.0,2,7.0,5.61,0.586060417
9937,70,657.1674472,0,0.0,2.0,0.0,1.0,1.0,7.0,75,2.0,3,5.0,6.82,0.314302309
13438,66,639.8225774,0,1.0,2.0,2.0,1.0,1.0,3.0,135,0.0,4,7.0,6.86,0.561243588
14545,65,642.6982993,0,0.0,3.0,1.0,1.0,0.0,6.0,129,3.0,3,7.0,5.96,0.386614439
